log2FoldChange	padj
Niben101Scf07586g00004	6.27851530338252	3.87116275587761e-57
Niben101Scf08426g02001	10.0447590879684	3.66865564733619e-12
Niben101Scf00149g10001	10.0173115789211	1.05979880094788e-42
Niben101Scf05368g06016	4.778548195004	4.62452703675418e-57
Niben101Scf03444g04026	4.56741583108512	5.11653426832926e-57
Niben101Scf10846g00019	9.96846970517065	1.98160224843613e-14
Niben101Scf01005g01015	9.96425661651072	2.00186811851613e-13
Niben101Scf02790g05015	-2.54438781474218	2.55224597760856e-56
Niben101Scf00991g10002	-9.96094749239201	4.39154693104781e-12
Niben101Scf05938g01050	6.1720039853044	3.73625772084996e-56
Niben101Scf10889g01017	-9.93047353479884	1.46908150270093e-11
Niben101Scf29588g00003	-5.18152357130704	6.20256148757182e-56
Niben101Scf07001g00004	9.92890958372463	3.00357562664573e-17
Niben101Scf22432g00001	8.33077659936481	6.29798481462717e-56
Niben101Scf01259g09006	-9.92680264164544	3.26748085116374e-13
Niben101Scf02171g00007	5.40322755310894	2.31619074668606e-55
Niben101Scf00294g00014	9.90225473928444	4.41211432905451e-24
Niben101Scf09004g02026	3.28659441800597	2.66363756029845e-55
Niben101Scf00077g03005	9.87267608884319	8.96985691804361e-40
Niben101Scf03029g01010	4.8706166859448	5.21640534493376e-55
Niben101Scf04124g05022	9.86754073336215	1.18851608978731e-12
Niben101Scf04424g00001	-9.85847231723252	1.4642165195161e-07
Niben101Scf05084g02002	5.71811846933606	6.58902866484195e-55
Niben101Scf03422g04036	7.54370520303954	9.65658055016283e-55
Niben101Scf07761g00005	9.85084651506884	1.80170680210905e-12
Niben101Scf02222g00005	9.12106879545711	1.93812776641989e-54
Niben101Scf05147g01003	-9.84871009560043	1.68964249533021e-11
Niben101Scf01587g00006	9.82833592660873	1.51104378695662e-37
Niben101Scf10412g02017	5.21761610700574	3.17208626175602e-54
Niben101Scf00372g02011	9.80449284019283	3.97188267593592e-14
Niben101Scf17164g00028	6.4567344199467	3.90751089443395e-54
Niben101Ctg16217g00002	5.17087873104322	5.11455248996755e-54
Niben101Scf25692g00001	9.79992336319204	2.61740493325422e-13
Niben101Scf01486g02004	-5.28854801860347	5.52768535133415e-54
Niben101Scf01660g00007	-9.79730193523575	2.74485560331518e-14
Niben101Scf00369g02005	4.62837170174409	1.4827091498686e-53
Niben101Scf03947g01007	9.78168997772091	1.8712577231029e-14
Niben101Ctg14305g00004	9.77920456364881	1.64217439081416e-13
Niben101Scf11214g00007	4.04126881244131	1.95881633660328e-53
Niben101Scf01274g03003	9.76193636743714	9.56683337778302e-35
Niben101Scf01397g00020	3.03683688376182	2.49657059959071e-53
Niben101Scf00662g04008	6.79767015366544	3.09827727055438e-53
Niben101Scf03766g01021	-9.71892636636736	8.95146989850735e-08
Niben101Scf00883g03018	-9.71761935678949	1.92249106294079e-12
Niben101Scf02093g00004	6.56607447365739	3.28066871784682e-53
Niben101Scf05438g05008	9.71592188058634	1.36336663470436e-09
Niben101Scf13308g00004	6.03310558044682	7.89946495064816e-53
Niben101Scf00442g04002	8.59148841225589	1.57806272180384e-52
Niben101Scf16234g01020	9.71122238343158	1.43169031040266e-12
Niben101Scf01085g04007	5.13663853410678	3.65465018814641e-52
Niben101Scf07709g00001	9.69435844598623	4.6012569763979e-10
Niben101Scf06538g02009	8.12144239266405	6.68682818169319e-52
Niben101Scf09644g00009	9.69217392439331	1.88659381896024e-14
Niben101Scf00158g04018	9.68642857254589	4.48611848937161e-41
Niben101Scf02282g01016	3.87705505889457	7.07436989723199e-52
Niben101Scf00675g03010	2.72863634488842	8.65101979743001e-52
Niben101Scf02826g01005	9.6776746709858	3.74434389765348e-13
Niben101Scf04724g03004	9.65550458313854	2.49096952972132e-11
Niben101Scf05183g02002	4.81467007510583	1.3309545531843e-51
Niben101Scf11232g01012	5.98980821187054	1.43516708539578e-51
Niben101Scf01237g00013	9.61447513885435	1.01900886148181e-12
Niben101Scf07242g07006	4.47634387688688	2.60205037514039e-51
Niben101Scf01052g02008	9.60384814394525	5.99126185514527e-22
Niben101Scf12270g02002	7.53162370050629	2.92220095595522e-51
Niben101Scf04861g01011	-7.99791277698994	3.14155328614589e-51
Niben101Scf10688g01002	9.60277945833499	9.90824058160259e-13
Niben101Scf01249g06013	9.58575143463377	1.61782158861426e-42
Niben101Scf05368g06017	4.57040234630002	3.79804042277378e-51
Niben101Scf02436g05002	-9.58291219767062	4.22746830180271e-13
Niben101Scf05348g04001	5.39746954635972	4.77023458925556e-51
Niben101Scf02639g03007	9.58214838649954	2.35014336272959e-33
Niben101Scf02819g00005	6.21239360841836	8.54807282668214e-51
Niben101Scf02175g06018	9.57334820964918	1.01968129476741e-08
Niben101Scf04046g00002	6.60896804646731	8.58900211843316e-51
Niben101Scf01143g02025	-9.57311285273051	1.15744058651388e-10
Niben101Scf10067g02017	7.42399886228444	3.31458978481083e-50
Niben101Scf29530g00004	9.55292442361103	2.42791537940316e-12
Niben101Scf01596g09001	-9.54411562773826	2.95406472791673e-17
Niben101Scf05618g02004	3.86603152320232	3.59867235707728e-50
Niben101Scf06684g03003	6.15322739535392	4.26132242953746e-50
Niben101Scf07945g02004	9.53362226604971	2.08514786998603e-08
Niben101Scf08926g01025	5.24138690848229	4.79061395873363e-50
Niben101Scf15467g02029	9.51223245545859	4.61576514698344e-07
Niben101Scf03068g00024	-4.20340346889761	1.21287576952413e-49
Niben101Scf04792g02004	-9.51194671394625	9.50695578019636e-16
Niben101Scf08057g00006	5.38916244032207	1.36214747604015e-49
Niben101Scf28230g00019	-9.47987302686195	4.45257017966485e-16
Niben101Scf01486g04012	-5.81921588255683	1.42412581327038e-49
Niben101Scf09092g01008	-9.46626751631554	6.55932698178298e-09
Niben101Scf03138g01018	-9.46305217044335	2.25652094193848e-10
Niben101Scf09554g01006	3.39947568682535	2.1605440458575e-49
Niben101Scf06256g01001	3.02560730376918	2.80274171903586e-49
Niben101Scf13183g00016	9.45673176914429	6.49751218393815e-13
Niben101Scf01061g01028	6.49072127021026	5.14748764289813e-49
Niben101Scf01683g03005	9.44296858457555	7.18898040044496e-18
Niben101Scf01661g02017	6.69650592605424	6.41721031132167e-49
Niben101Scf02829g01003	9.42724955036481	2.40439712650722e-12
Niben101Scf01395g03002	9.4238813268718	1.94824958734584e-12
Niben101Scf07000g01005	-5.52409670290634	6.9876999055543e-49
Niben101Scf03600g01010	9.42352247089868	5.01153376524883e-18
Niben101Scf13411g05021	-5.00480680879652	7.84806565538512e-49
Niben101Scf03068g04001	-9.41230338278366	1.27210157876033e-10
Niben101Scf06650g00006	7.60388337929368	1.7633788251331e-48
Niben101Scf01980g02002	7.57042009205188	1.85614168904323e-48
Niben101Scf02621g00018	-9.40677740555555	1.79722800624282e-11
Niben101Scf02257g01007	-4.04490526445277	3.8168914897129e-48
Niben101Scf13776g00009	9.4007293513928	1.78751016519211e-11
Niben101Scf04592g00020	6.50109113190559	3.88309197642521e-48
Niben101Scf08721g01039	9.37853380503695	4.27257997793847e-08
Niben101Scf04230g02003	9.37835178957362	1.98469699264977e-12
Niben101Scf05617g00005	4.3658698085413	4.13390796818825e-48
Niben101Scf01090g00001	9.3758025948711	4.52756435970805e-10
Niben101Scf06200g00001	4.82600539626312	4.75729890107282e-48
Niben101Scf06133g00014	-9.37234366194391	2.18211650818885e-10
Niben101Scf10559g01042	7.54886753062085	7.62996028400921e-48
Niben101Scf09225g04002	9.36508265265015	1.68567654773559e-28
Niben101Scf02520g00006	3.42210336133108	1.57080911114282e-47
Niben101Scf04626g00009	9.02341636859274	1.57080911114282e-47
Niben101Scf00700g00005	9.35753531693059	5.03325730294067e-29
Niben101Scf00905g04003	4.83563173898199	2.31381942714769e-47
Niben101Scf11483g00010	-9.3544957708715	1.15109810291978e-09
Niben101Scf00414g07005	4.4686101835479	2.44325150995691e-47
Niben101Scf00739g03002	-9.3463543417288	5.48811663444926e-05
Niben101Scf02339g01017	-3.839111547396	2.95819342745521e-47
Niben101Scf05329g05016	-9.34164751951241	1.26624570841028e-12
Niben101Scf10920g00003	6.15763513681046	4.19269979164507e-47
Niben101Scf11649g01010	9.32311519391627	5.82854047157665e-11
Niben101Scf05382g03007	9.32054351419151	4.03159401181406e-11
Niben101Scf10336g01001	5.94637359803902	4.61519096701492e-47
Niben101Scf08855g02005	9.29837149641773	4.96037251326702e-10
Niben101Scf09116g04022	3.25810502273294	6.32459938842507e-47
Niben101Scf11647g00002	9.29192325574256	5.23595053803119e-12
Niben101Scf02819g00006	6.61954000158769	8.01690857069605e-47
Niben101Scf11922g01018	8.14346083416593	8.01690857069605e-47
Niben101Scf06245g01017	9.27062739529652	1.38784361108483e-30
Niben101Scf06089g00012	-3.03093913393758	9.17101625854103e-47
Niben101Scf10254g01014	9.2668931300146	3.40393629151616e-13
Niben101Scf04407g01012	9.2532426427547	1.61840645923151e-11
Niben101Scf06538g02001	5.58643025457808	1.01655816626768e-46
Niben101Scf02299g02001	9.2466785577951	2.33714896127673e-11
Niben101Scf03469g03002	4.08767332033555	1.0235322639887e-46
Niben101Scf01587g01006	7.40993848336045	1.252138690621e-46
Niben101Scf06405g00006	-9.24603174960591	1.27696644142974e-09
Niben101Scf04296g00015	6.06519311418982	1.37036580004672e-46
Niben101Scf06722g05003	9.24476342179296	8.39116564681354e-15
Niben101Scf10336g03011	9.23125974032658	6.95419860443214e-08
Niben101Scf17635g01019	4.37098050421898	1.39064716160062e-46
Niben101Scf02793g15017	9.21598893019191	9.56993990253001e-08
Niben101Scf02838g07002	5.91949262148682	1.4476310631591e-46
Niben101Scf03377g05007	3.38271941594982	1.4990352554589e-46
Niben101Scf09960g00002	9.21510646655757	3.40145092609464e-11
Niben101Scf03786g04014	4.4330445910708	2.20228543268152e-46
Niben101Scf13776g01017	-9.21183182859769	1.06215200602142e-09
Niben101Scf00141g01002	9.21124427247919	1.51054336523334e-19
Niben101Scf05901g01008	5.46172549912484	2.20674012240234e-46
Niben101Scf05389g00010	3.39554772262613	2.3545455171969e-46
Niben101Scf02132g02009	9.20432331356205	1.92395851661886e-11
Niben101Scf13776g00011	6.75299944325445	2.862869442846e-46
Niben101Scf06926g00003	5.79197560352054	4.50390787284057e-46
Niben101Scf07599g00019	9.18823487363898	9.32787340817976e-29
Niben101Scf00390g02001	5.59315059280828	5.89150374512188e-46
Niben101Scf00527g05004	9.17923380130745	8.75905857911794e-13
Niben101Scf02128g00028	-4.99011979359336	7.69861806993593e-46
Niben101Scf05486g01004	-9.17133467016581	1.62812279466512e-11
Niben101Scf00712g02011	9.16565284616212	1.52081021206598e-23
Niben101Scf02573g02001	5.93729059947207	8.37646221476848e-46
Niben101Scf04702g08001	9.16515887774343	2.71400819156345e-15
Niben101Scf06218g01003	5.19416150152189	9.08094942120854e-46
Niben101Scf01985g01007	-9.15438386513011	3.8740880101849e-11
Niben101Scf01517g08001	-5.92300442035637	1.15337448830587e-45
Niben101Scf06009g00025	5.10749904373317	1.15337448830587e-45
Niben101Scf06017g02002	9.14907708564739	8.49741391945184e-12
Niben101Scf09372g04009	-4.84738301081078	1.56337679646722e-45
Niben101Scf11953g00003	9.14819914277116	1.0267346331888e-10
Niben101Scf05124g01018	7.55019844164034	1.93064538488909e-45
Niben101Scf16582g00010	-9.14042686344195	1.63553991993766e-24
Niben101Scf00360g01006	2.40315800502227	2.19723995908126e-45
Niben101Scf03930g00019	5.60157784227385	3.02074737649277e-45
Niben101Scf05238g00006	9.10645821100166	3.16081811729749e-12
Niben101Scf01696g06053	4.00685359576965	4.44577035854765e-45
Niben101Scf04011g04001	9.10532974192934	1.22177075314833e-10
Niben101Scf01328g01012	-5.26997546852895	4.86238163646116e-45
Niben101Scf10360g00024	3.43993547540904	5.09172865416874e-45
Niben101Scf07470g00005	5.34828987474644	1.21188196662082e-44
Niben101Scf09445g02005	9.09882966469639	2.2167758499768e-11
Niben101Scf00640g04023	9.09539952072067	5.91676547375047e-31
Niben101Scf03733g03020	-6.67165973184605	1.36047600065128e-44
Niben101Scf00687g02005	3.86366239801803	1.39903801087619e-44
Niben101Scf07121g03008	9.09500529763646	9.67085283569101e-06
Niben101Scf01450g00005	3.9575756570097	1.68061455032394e-44
Niben101Scf05669g00005	9.08395329244743	9.67351255910603e-11
Niben101Scf02483g06003	3.09189637124712	1.96280650828783e-44
Niben101Scf09960g00001	-9.07652897521021	3.3227723675883e-10
Niben101Scf00944g01001	9.07547335148635	6.49180858226008e-05
Niben101Scf09387g00009	5.58694908628755	2.01993160638985e-44
Niben101Scf06461g07003	9.07189989870669	4.37045047391312e-10
Niben101Scf06465g04003	-4.21157503257463	2.2820910870008e-44
Niben101Scf07440g02016	5.33024179612764	2.2820910870008e-44
Niben101Scf05694g00009	9.06664553103675	9.96774946727136e-24
Niben101Scf03345g00009	9.06606232558368	2.39180636878743e-08
Niben101Scf10434g00017	2.7968591834304	2.57687106491466e-44
Niben101Scf02622g07001	5.73742145306324	2.80260161640032e-44
Niben101Scf05437g03009	-9.05519541363252	1.78151773232147e-09
Niben101Scf06423g02009	9.05123913980332	7.33573512340851e-12
Niben101Scf07798g00006	2.83911972715351	3.13895230708912e-44
Niben101Scf06757g00019	2.90637300535882	3.30379914601523e-44
Niben101Scf12017g01005	9.04355564334395	2.25991094812168e-10
Niben101Scf02694g06025	9.04070703701694	6.04301238376524e-11
Niben101Scf03096g01022	8.35471889795118	3.51234920339281e-44
Niben101Scf00551g06025	4.72345304802187	3.83157505059441e-44
Niben101Scf12725g00032	-9.02499802475799	3.78547795945113e-10
Niben101Scf01764g02032	6.47542076748081	3.8721896390184e-44
Niben101Scf00047g02014	-3.78204013876556	5.17203866255184e-44
Niben101Scf05588g04009	9.01450521985304	2.39159189804146e-35
Niben101Scf00109g07005	9.0111151615077	5.7156035095829e-10
Niben101Scf07402g00014	2.5380211173831	6.42673006371024e-44
Niben101Scf01529g02004	4.73072911762567	8.20263924762275e-44
Niben101Scf06205g02013	2.65336212812119	9.82951472213523e-44
Niben101Scf10015g09021	6.70055710764324	1.00126408267579e-43
Niben101Scf01322g03005	4.83634892606354	1.01303113045651e-43
Niben101Scf16236g00013	-8.95990126371662	2.95905676117489e-05
Niben101Scf02904g03003	4.85218562115499	1.35124024379147e-43
Niben101Scf03702g03012	-8.95752026474983	3.45074346456603e-10
Niben101Scf02168g02012	8.94737332670804	2.87451936890282e-10
Niben101Scf08273g02004	7.71666971413364	1.40540952605126e-43
Niben101Scf00063g14001	4.53361155290594	1.8991729724921e-43
Niben101Scf12307g01006	8.94149203769537	2.98525836151132e-07
Niben101Ctg14080g00002	-8.9305785956069	0.00137677537658131
Niben101Scf00542g04001	5.06619567574238	2.20851887165171e-43
Niben101Scf00654g02012	5.9032091660522	3.310607073102e-43
Niben101Scf06570g04006	8.9297843914507	3.63312463948079e-15
Niben101Scf05619g00015	4.4760645267347	3.37659937746441e-43
Niben101Scf09372g01018	8.9289516123983	2.47347978174279e-16
Niben101Scf01111g01003	7.3992672409835	4.42620447135056e-43
Niben101Scf08640g00010	8.92776791192473	8.28062576358915e-11
Niben101Scf01861g00002	3.30648401396639	6.93774877584266e-43
Niben101Scf07203g02006	8.91688752108373	2.70063194455332e-09
Niben101Scf02459g02007	-8.91323906240876	1.04578207318794e-10
Niben101Scf08893g00009	5.10850186481946	7.33316082669631e-43
Niben101Scf02145g11008	8.90786016599697	1.54003249554646e-10
Niben101Scf05617g01018	4.52921510703191	7.48650023134433e-43
Niben101Scf01100g01006	3.95108106669254	7.95430953165172e-43
Niben101Scf09044g01003	8.90299866047694	5.61890190611712e-11
Niben101Scf02350g02011	-4.53541965846012	8.68731564521286e-43
Niben101Scf15327g00001	8.89528428079398	6.73983125443131e-08
Niben101Scf03791g01002	8.89122391573274	7.61840970967683e-25
Niben101Scf05824g00001	7.32272291982398	1.44548692938571e-42
